# Han-character frequency over the Kanripo corpus (Kanseki Repository, CC BY-SA 4.0).
# Generated by bin/sino_freq.rb on 2026-08-09 · 1.4.0
# 721813636 character tokens · 28368 distinct characters · 4571394 passages · docs = texts containing the character.
# Top 3000 rows carry Unihan kTotalStrokes/kMandarin and BabelStone IDS.
rank	char	count	docs	strokes	pinyin	ids
2693	抽	23834	2298	8	chōu	⿰扌由
2694	恪	23767	1874	9	kè	⿰忄各
2695	剥	23755	2262	10	bō	⿰录刂
2696	洙	23751	1348	9	zhū	⿰氵朱
2697	簷	23733	1815	19	yán	⿱𥫗詹
2698	嘔	23730	1265	14	ǒu	⿰口區
2699	架	23727	2054	9	jià	⿱加木
2700	鑲	23714	232	25	xiāng	⿰釒襄
2701	弩	23708	1804	8	nǔ	⿱奴弓
2702	繹	23704	2130	19	yì	⿰糹睪
2703	璋	23693	1677	15	zhāng	⿰𤣩章
2704	秒	23676	289	9	miǎo	⿰禾少
2705	聨	23674	1847	15	lián	⿰耳𢇂
2706	株	23655	2264	10	zhū	⿰木朱
2707	滴	23646	1990	14	dī	⿰氵啇
2708	粥	23634	1877	12	zhōu	⿲弓米弓
2709	瘦	23629	1931	14	shòu	⿸疒叟
2710	帆	23601	1496	6	fān fán	⿰巾凡
2711	蠱	23595	1817	23	gǔ	⿱蟲皿
2712	押	23578	1559	8	yā	⿰扌甲
2713	芻	23547	2190	10	chú	⿱⿹勹䶹⿹勹䶹
2714	賂	23501	1701	13	lù	⿰貝各
2715	沸	23492	2094	8	fèi	⿰氵弗
2716	渙	23478	1870	12	huàn	⿰氵奐
2717	蘿	23470	1706	22	luó	⿱艹羅
2718	夲	23459	1022	5	tāo	⿱大十
2719	遯	23426	1890	14	dùn	⿺辶豚
2720	刼	23422	1988	8	jié	⿰去刃
2721	謗	23412	2217	17	bàng	⿰訁旁
2722	埃	23390	2075	10	āi	⿰土矣
2723	邸	23386	1827	7	dǐ	⿰氐阝
2724	洩	23382	1888	9	xiè	⿰氵曳
2725	羮	23376	1943	15	gēng	⿱羔⿱一夫
2726	灸	23346	700	7	jiǔ	⿱久火
2727	詎	23286	1955	11	jù	⿰訁巨
2728	嚮	23279	2103	17	xiàng	⿱鄉向
2729	諷	23220	2141	16	fěng fèng	⿰訁風
2730	繪	23201	2003	19	huì	⿰糹會
2731	䑕	23197	1894	11	shǔ	⿱臼𠂡
2732	疼	23174	480	10	téng	⿸疒冬
2733	鋭	23148	1901	15	ruì	⿰釒兑
2734	譚	23112	1750	19	tán	⿰訁覃
2735	沾	23071	2258	8	zhān	⿰氵占
2736	摘	23066	2344	14	zhāi	⿰扌啇
2737	臭	23055	2427	10	chòu	⿱自犬
2738	隻	23021	1871	10	zhī	⿱隹又
2739	銓	22878	1556	14	quán	⿰釒全
2740	廓	22875	2341	13	kuò	⿸广郭
2741	閻	22874	1988	16	yán	⿵門臽
2742	弛	22791	2081	6	chí	⿰弓也
2743	輟	22764	2256	15	chuò	⿰車叕
2744	炳	22761	2048	9	bǐng	⿰火丙
2745	斑	22727	1895	12	bān	⿲𤣩文王
2746	認	22721	2220	14	rèn	⿰訁忍
2747	透	22710	2096	10	tòu	⿺辶秀
2748	懋	22678	1543	17	mào	⿱楙心
2749	酣	22677	2055	12	hān	⿰酉甘
2750	濮	22668	1594	17	pú	⿰氵僕
2751	貼	22666	1545	12	tiē	⿰貝占
2752	牟	22615	1762	6	móu	⿱厶牛
2753	恬	22608	2419	9	tián	⿰忄舌
2754	鍊	22606	2291	17	liàn	⿰釒柬
2755	忿	22600	2278	8	fèn	⿱分心
2756	驟	22580	2469	24	zhòu	⿰馬聚
2757	羸	22576	2198	19	léi	⿱吂⿲月羊凡
2758	竈	22539	2221	21	zào	⿱𥤧黽
2759	脊	22539	1940	10	jǐ	⿱⿻人{11}⺝
2760	盆	22537	2108	9	pén	⿱分皿
2761	煌	22536	1758	13	huáng	⿰火皇
2762	扎	22533	728	4	zhā	⿰扌乚
2763	拳	22525	2241	10	quán	⿱龹手
2764	鬚	22523	2004	22	xū	⿱髟須
2765	喉	22510	1945	12	hóu	⿰口侯
2766	遮	22479	2216	14	zhē	⿺辶庶
2767	苖	22457	1659	8	dí	⿱艹由
2768	悶	22454	1927	12	mèn	⿵門心
2769	杳	22451	2153	8	yǎo	⿱木日
2770	穎	22446	1731	16	yǐng	⿰⿱匕禾頁
2771	頑	22437	2606	13	wán	⿰元頁
2772	鞍	22420	1787	15	ān	⿰革安
2773	鬬	22370	1909	25	dòu	⿵鬥⿰𬻞斤
2774	搜	22351	2366	12	sōu	⿰扌叟
2775	姻	22327	2087	9	yīn	⿰女因
2776	祔	22316	1182	9	fù	⿰礻付
2777	岀	22315	1430	6	chū	⿱山山
2778	奄	22298	2064	8	yǎn	⿱大电
2779	凰	22259	1998	11	huáng	⿵𠘨皇
2780	䑓	22173	1257	13	tái	⿱⿱⿵卄𠄠冖至
2781	挂	22166	1658	9	guà	⿰扌圭
2782	霑	22154	1869	16	zhān	⿱雨沾
2783	呪	22141	1303	8	zhòu	⿰口兄
2784	誇	22126	2362	13	kuā	⿰訁夸
2785	掛	22125	2141	11	guà	⿰扌卦
2786	翊	22055	1741	11	yì	⿰立羽
2787	慘	22036	2282	14	cǎn	⿰忄參
2788	弧	22015	1606	8	hú	⿰弓瓜
2789	脅	21999	1873	10	xié	⿱劦⺝
2790	偷	21976	2363	11	tōu	⿰亻俞
2791	踵	21963	2386	16	zhǒng	⿰𧾷重
2792	惻	21941	2164	12	cè	⿰忄則
2793	粤	21934	1629	12	yuè	⿳㇒𡇒丂
2794	徊	21914	2147	9	huái	⿰彳回
2795	兔	21891	1980	8	tù	⿷免丶
2796	殯	21881	1490	18	bìn	⿰歹賓
2797	贖	21872	1813	22	shú	⿰貝賣
2798	㓂	21850	1554	9	kòu	⿱冖⿺元女
2799	熒	21838	1921	14	yíng	⿱𤇾火
2800	構	21777	1872	14	gòu	⿰木冓
2801	巍	21762	2098	20	wēi	⿱山魏
2802	裹	21760	2142	14	guǒ	⿳亠果𧘇
2803	系	21715	2014	7	xì	⿱㇒糸
2804	糴	21681	1300	22	dí	⿰籴翟
2805	梵	21663	1789	11	fàn	⿱林凡
2806	𤼵	21655	567	13		⿱癶矤
2807	㨗	21622	1729	12	jié	⿰扌⿳⺊𫜹龰
2808	鷗	21620	1471	22	ōu	⿰區鳥
2809	庵	21573	1486	11	ān	⿸广奄
2810	瀛	21554	1751	19	yíng	⿰氵嬴
2811	侮	21534	2269	9	wǔ	⿰亻每
2812	瓜	21533	1783	5	guā	瓜
2813	腦	21526	1869	13	nǎo	⿰月𡿺
2814	樸	21521	2110	16	pǔ	⿰木菐
2815	匱	21513	2187	14	guì	⿷匚貴
2816	跨	21502	2158	13	kuà	⿰𧾷夸
2817	轡	21500	2078	22	pèi	⿱𦆕口
2818	牘	21497	1839	19	dú	⿰片賣
2819	皎	21490	1934	11	jiǎo	⿰白交
2820	厄	21460	2367	4	è	⿸厂㔾
2821	挑	21451	1788	9	tiāo	⿰扌兆
2822	墟	21442	2171	14	xū	⿰土虚
2823	它	21430	1541	5	tā	⿱宀匕
2824	鼠	21427	1984	13	shǔ	⿱臼{16}
2825	湧	21425	2075	12	yǒng	⿰氵勇
2826	蝶	21394	1515	15	dié	⿰虫枼
2827	沂	21353	1687	7	yí	⿰氵斤
2828	倘	21322	1798	10	tǎng	⿰亻尚
2829	悖	21315	2182	10	bèi	⿰忄孛
2830	緡	21257	1491	15	mín	⿰糹昬
2831	技	21243	2214	7	jì	⿰扌支
2832	嶠	21192	1550	15	jiào	⿰山喬
2833	僭	21165	1757	14	jiàn	⿰亻朁
2834	彬	21146	1522	11	bīn	⿰林彡
2835	徇	21140	1907	9	xùn	⿰彳旬
2836	牖	21134	2347	15	yǒu	⿰片⿸户甫
2837	逋	21124	1935	10	bū	⿺辶甫
2838	殁	21122	1743	8	mò	⿰歹殳
2839	裝	21122	2111	13	zhuāng	⿱壯衣
2840	烝	21108	1730	10	zhēng	⿱丞灬
2841	臥	21108	1460	8	wò	⿰臣人
2842	滌	21099	2508	13	dí	⿰氵條
2843	歆	21092	1930	13	xīn	⿰音欠
2844	讒	21049	1870	24	chán	⿰訁毚
2845	葱	21038	1679	12	cōng	⿱艹怱
2846	尖	21034	1495	6	jiān	⿱𡭔大
2847	烹	21011	2506	11	pēng	⿱亨灬
2848	傲	20998	2443	12	ào	⿰亻敖
2849	煑	20990	1469	12	zhǔ	⿱者火
2850	鷺	20986	1759	24	lù	⿱路鳥
2851	霖	20984	1918	16	lín	⿱雨林
2852	聳	20978	2065	17	sǒng	⿱從耳
2853	鉞	20971	2010	13	yuè	⿰釒戉
2854	歇	20919	2229	13	xiē	⿰曷欠
2855	敘	20917	1562	11	xù	⿰余攵
2856	辜	20914	2219	12	gū	⿱古辛
2857	奎	20911	1634	9	kuí	⿱大圭
2858	吁	20847	2248	6	xū	⿰口于
2859	軰	20839	1713	12	bèi	⿱北車
2860	齎	20823	1868	21	jī	⿵齊貝
2861	濵	20817	1952	17	bīn	⿰氵賔
2862	喚	20813	1916	12	huàn	⿰口奐
2863	繕	20810	1727	18	shàn	⿰糹善
2864	怡	20807	2162	8	yí	⿰忄台
2865	两	20801	1055	7	liǎng	⿱一⿻冂从
2866	頤	20783	1656	16	yí	⿰𦣞頁
2867	贍	20774	1903	20	shàn	⿰貝詹
2868	迄	20763	2099	6	qì	⿺辶乞
2869	郵	20751	1889	10	yóu	⿰垂阝
2870	惕	20738	1984	11	tì	⿰忄易
2871	梨	20719	1837	11	lí	⿱利木
2872	胷	20669	2039	10	xiōng	⿱匈⺝
2873	攘	20569	2248	20	rǎng	⿰扌襄
2874	訊	20543	1848	10	xùn	⿰訁卂
2875	沖	20530	1947	7	chōng	⿰氵中
2876	倪	20513	1833	10	ní	⿰亻兒
2877	叚	20499	1617	9	xiá jiǎ	⿰{5}⿱{50}又
2878	儻	20498	1929	22	tǎng	⿰亻黨
2879	緝	20488	1871	15	jī	⿰糹咠
2880	兊	20458	1267	6	duì	⿱公儿
2881	鐸	20447	1738	21	duó	⿰釒睪
2882	潞	20431	1414	16	lù	⿰氵路
2883	昻	20407	1739	9	áng	⿱日卭
2884	蜂	20402	2021	13	fēng	⿰虫夆
2885	堆	20389	1946	11	duī	⿰土隹
2886	兢	20380	1877	14	jīng	⿰克克
2887	蹄	20370	2157	16	tí	⿰𧾷帝
2888	蹤	20366	2169	18	zōng	⿰𧾷從
2889	伺	20343	2143	7	cì	⿰亻司
2890	壩	20338	433	24	bà	⿰土霸
2891	瓶	20336	2002	10	píng	⿰并瓦
2892	猪	20321	1277	11	zhū	⿰犭者
2893	渺	20319	1735	12	miǎo	⿰氵眇
2894	紗	20315	1676	10	shā	⿰糹少
2895	罵	20311	1738	15	mà	⿱罒馬
2896	屨	20301	1837	17	jù	⿸尸⿰彳婁
2897	熹	20291	1099	16	xī	⿱喜灬
2898	噫	20222	2192	16	yī	⿰口意
2899	寔	20188	1786	12	shí	⿱宀是
2900	縈	20181	1977	16	yíng	⿱𤇾糸
2901	渥	20154	1820	12	wò	⿰氵屋
2902	綜	20151	1911	14	zōng	⿰糹宗
2903	賚	20129	1523	15	lài	⿱來貝
2904	蹕	20120	1337	17	bì	⿰𧾷畢
2905	徼	20088	1992	16	jiào	⿰彳敫
2906	鞏	20088	1609	15	gǒng	⿱巩革
2907	雌	20073	2214	14	cí	⿰此隹
2908	抄	20037	1873	7	chāo	⿰扌少
2909	臻	20036	2223	16	zhēn	⿰至秦
2910	蠡	20028	1838	21	lí	⿱彖䖵
2911	愼	20007	1723	13	shèn	⿰忄眞
2912	躁	19990	2014	20	zào	⿰𧾷喿
2913	遞	19961	1924	13	dì	⿺辶虒
2914	鬻	19937	1994	22	yù	⿱粥鬲
2915	讎	19926	1887	23	chóu	⿲隹言隹
2916	敞	19922	1650	12	chǎng	⿰尚攵
2917	欄	19900	1759	21	lán	⿰木闌
2918	欒	19892	1560	23	luán	⿱䜌木
2919	汎	19843	1991	6	fàn	⿰氵凡
2920	隐	19828	1252	11	yǐn	⿰阝急
2921	窗	19815	936	12	chuāng	⿱穴囱
2922	閨	19815	2021	14	guī	⿵門圭
2923	脹	19810	506	12	zhàng	⿰月長
2924	蘓	19768	1483	19	sū	⿱艹𮃣
2925	廼	19764	1471	8	nǎi	⿺廴西
2926	廩	19761	1812	16	lǐn	⿸广稟
2927	婆	19753	1914	11	pó	⿱波女
2928	怯	19718	2089	8	qiè	⿰忄去
2929	喘	19713	1394	12	chuǎn	⿰口耑
2930	闌	19702	1687	17	lán	⿵門柬
2931	韜	19702	1995	19	tāo	⿰韋舀
2932	械	19697	1834	11	xiè	⿰木戒
2933	蟠	19692	2051	18	pán	⿰虫番
2934	栖	19655	1864	10	qī	⿰木西
2935	羈	19651	1974	24	jī	⿱罒䩻
2936	闈	19651	1801	17	wéi	⿵門韋
2937	凱	19636	1829	12	kǎi	⿰豈几
2938	酋	19633	1246	9	qiú	⿱丷酉
2939	堵	19626	1935	11	dǔ	⿰土者
2940	檻	19614	1885	18	kǎn	⿰木監
2941	扉	19606	1822	12	fēi	⿸户非
2942	忤	19595	1928	7	wǔ	⿰忄午
2943	榻	19593	1844	14	tà	⿰木𦐇
2944	炮	19590	995	9	pào	⿰火包
2945	汙	19581	2295	6	wū	⿰氵于
2946	腐	19561	2345	14	fǔ	⿸府肉
2947	豁	19556	2201	17	huō	⿰害谷
2948	箴	19543	1810	15	zhēn	⿱𥫗咸
2949	醋	19542	830	15	cù	⿰酉昔
2950	鬭	19540	1889	24	dòu	⿵鬥斲
2951	冩	19517	1950	14	xiě	⿱冖舄
2952	郤	19509	1512	9	xì	⿰谷阝
2953	駒	19508	1937	15	jū	⿰馬句
2954	笏	19505	1577	10	hù	⿱𥫗勿
2955	姊	19502	1687	7	zǐ	⿰女𠂔
2956	彛	19502	1777	16	yí	⿱{42}𪪷
2957	鐡	19501	1668	20	tiě	⿰釒⿹𢦏⿱口䒑
2958	弘	19476	986	5	hóng	⿰弓厶
2959	蒿	19462	1908	13	hāo	⿱艹高
2960	魔	19460	1759	20	mó	⿸麻鬼
2961	搆	19448	1859	13	gòu	⿰扌冓
2962	炭	19406	2164	9	tàn	⿱山灰
2963	闇	19396	2111	17	àn	⿵門音
2964	溉	19391	1581	12	gài	⿰氵既
2965	㢘	19347	1502	15	lián	⿸广𠔥
2966	縛	19309	2143	16	fù	⿰糹尃
2967	隕	19301	1996	12	yǔn	⿰阝員
2968	鞠	19294	1942	17	jū	⿰革匊
2969	昬	19293	1592	9	hūn	⿱民日
2970	組	19279	1800	11	zǔ	⿰糹且
2971	遶	19274	1902	15	rào	⿺辶堯
2972	劣	19233	2276	6	liè	⿱少力
2973	駟	19231	2017	15	sì	⿰馬四
2974	徘	19197	2035	11	pái	⿰彳非
2975	謚	19175	1277	17	shì	⿰訁益
2976	籩	19155	1304	24	biān	⿱𥫗邊
2977	苞	19153	1895	8	bāo	⿱艹包
2978	峙	19149	1902	9	zhì	⿰山寺
2979	鞅	19147	1779	14	yāng	⿰革央
2980	窟	19133	2113	13	kū	⿱穴屈
2981	逵	19109	1607	11	kuí	⿺辶坴
2982	剖	19101	2285	10	pōu pǒ	⿰咅刂
2983	讐	19061	1687	23	chóu	⿱雔言
2984	殻	19059	1318	11	qiào	⿰壳殳
2985	餅	19058	1582	14	bǐng	⿰飠并
2986	渇	19055	1626	11	kě	⿰氵⿱日匂
2987	筭	19051	1988	13	suàn	⿱𥫗弄
2988	矧	19026	1851	9	shěn	⿰矢引
2989	釁	19019	1840	26	xìn	⿳⿱⿴𦥑同冖酉分
2990	刪	19018	2027	7	shān	⿰冊刂
2991	佚	19010	2292	7	yì	⿰亻失
2992	芬	19000	1939	7	fēn	⿱艹分
2993	琦	18979	1125	12	qí	⿰𤣩奇
2994	臍	18946	1316	18	qí	⿰月齊
2995	鵬	18936	1670	19	péng	⿰朋鳥
2996	穹	18928	1978	8	qióng	⿱穴弓
2997	迂	18926	2204	6	yū	⿺辶于
2998	撓	18904	2229	15	náo	⿰扌堯
2999	耦	18884	1618	15	ǒu	⿰耒禺
3000	旺	18883	1117	8	wàng	⿰日王
